id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3, area_google_mean, area_google_sd, area_google_sum
223018,ET2023A3030502,222712,Ethiopia,Amhara,North Shewa (AM),Merhabete,42.69410286859617,38.1953597886474,2662617.7254
223019,ET2023A3030503,222712,Ethiopia,Amhara,North Shewa (AM),Ensaro,47.49102426834199,41.988866396838255,1526978.9033
223020,ET2023A3030504,222712,Ethiopia,Amhara,North Shewa (AM),Moretna Jiru,55.05383487789357,45.596590535561155,2768327.0330000003
223021,ET2023A3030505,222712,Ethiopia,Amhara,North Shewa (AM),Menze Gera Midir,44.39724825810714,33.867351963263445,2284993.1761000003
223022,ET2023A3030506,222712,Ethiopia,Amhara,North Shewa (AM),Gishe Rabel,47.02692472928116,37.835451816105675,1728427.5914999999
223023,ET2023A3030507,222712,Ethiopia,Amhara,North Shewa (AM),Antsokiya,62.750479199667765,39.83352807654049,2115381.4043
223024,ET2023A3030508,222712,Ethiopia,Amhara,North Shewa (AM),Eferatana Gidem,55.722097782271966,36.84526023491171,2424635.6408
223025,ET2023A3030509,222712,Ethiopia,Amhara,North Shewa (AM),Menze Mama Midir,46.08900893569235,31.972730707154188,2011047.8159
223026,ET2023A3030510,222712,Ethiopia,Amhara,North Shewa (AM),Tarema Ber,45.384707573688154,32.48107471824374,2060193.4156
223027,ET2023A3030511,222712,Ethiopia,Amhara,North Shewa (AM),Mojan Wedera,48.736809254526555,40.631732467283,2250275.9569
223028,ET2023A3030512,222712,Ethiopia,Amhara,North Shewa (AM),Kewet,47.904528496481326,39.89584864733359,3022392.5119
223029,ET2023A3030513,222712,Ethiopia,Amhara,North Shewa (AM),Angolelana Tera,47.10667809479644,78.03415403231247,3860109.6297999998
223030,ET2023A3030514,222712,Ethiopia,Amhara,North Shewa (AM),Assagirt,42.03680439216977,35.90433238031472,1277708.6695
223031,ET2023A3030515,222712,Ethiopia,Amhara,North Shewa (AM),Ankober,46.08370771352595,34.459481800115945,2322250.1991
223032,ET2023A3030516,222712,Ethiopia,Amhara,North Shewa (AM),Hagere Mariam,42.26433920950774,34.17292244272938,1703421.9275
223033,ET2023A3030517,222712,Ethiopia,Amhara,North Shewa (AM),Berehet,43.999596397280435,31.880881057255348,627742.2418
223034,ET2023A3030518,222712,Ethiopia,Amhara,North Shewa (AM),Minjar Shenkora,39.938430001453774,83.52697816150513,4395543.729099999
223035,ET2023A3030519,222712,Ethiopia,Amhara,North Shewa (AM),Basona Worena,45.87902224962545,44.97748672892942,3980922.7606
223036,ET2023A3030520,222712,Ethiopia,Amhara,North Shewa (AM),Debre Berhan town,76.84484897827011,202.69919536636684,3440881.8027000003
223037,ET2023A3030521,222712,Ethiopia,Amhara,North Shewa (AM),Menze Keya Gabriel,48.71538587173397,37.617323844473695,1025458.8726000001
223038,ET2023A3030522,222712,Ethiopia,Amhara,North Shewa (AM),Menze Lalo Midir,52.98444857264141,37.898812301337514,998544.9178
223039,ET2023A3030523,222712,Ethiopia,Amhara,North Shewa (AM),Siya Debirna Wayu,51.07697959932443,42.14976645213241,2631128.4500999996
223040,ET2023A3030524,222712,Ethiopia,Amhara,North Shewa (AM),Tulefa town,84.94713327686007,414.23387043206355,601680.5449999999
223041,ET2023A3030525,222712,Ethiopia,Amhara,North Shewa (AM),Debre Sina town,67.87574665480427,85.33065967304012,381461.6962
223042,ET2023A3030526,222712,Ethiopia,Amhara,North Shewa (AM),Arerti town,54.528324305401206,52.2220312271666,490645.8621
223043,ET2023A3030527,222712,Ethiopia,Amhara,North Shewa (AM),Molale town,65.22224603553434,67.507330165404,245953.08980000002
223044,ET2023A3030528,222712,Ethiopia,Amhara,North Shewa (AM),Enewari town,71.88334215364412,61.83281723238018,328434.9903
223045,ET2023A3030595,222712,Ethiopia,Amhara,North Shewa (AM),Shoa Robit,72.9526471372855,121.42247084103063,935252.9363000001
223046,ET2023A3030597,222712,Ethiopia,Amhara,North Shewa (AM),Mehale Meda town,91.86711805139187,86.228439499731,429019.4413
223047,ET2023A3030598,222712,Ethiopia,Amhara,North Shewa (AM),Ataye town,61.72239061433447,56.86811092640251,397862.5299
223048,ET2023A3030599,222712,Ethiopia,Amhara,North Shewa (AM),Aleme Ketma,61.697057129217065,56.93920286722243,581556.4605
223049,ET2023A3030601,222713,Ethiopia,Amhara,East Gojam,Bibugn,52.79844581540571,44.65021209056599,2773291.1649
223050,ET2023A3030602,222713,Ethiopia,Amhara,East Gojam,Hulet Ej Enese,57.99429769427948,55.487554008676476,8936631.303199997
223051,ET2023A3030603,222713,Ethiopia,Amhara,East Gojam,Goncha Siso Enebse,74.0426896310119,45.7567438566355,2102960.4709
223052,ET2023A3030604,222713,Ethiopia,Amhara,East Gojam,Enebse Sarmder,65.79188883046668,40.95543204465857,2214752.3537
223053,ET2023A3030605,222713,Ethiopia,Amhara,East Gojam,Enarj Enawga,64.11448471719959,43.07528952237084,4485513.4653
223054,ET2023A3030606,222713,Ethiopia,Amhara,East Gojam,Enemay,65.05900961792747,51.12997716066962,4674164.545999999
223055,ET2023A3030607,222713,Ethiopia,Amhara,East Gojam,Debay Telatgen,68.40335916570743,49.316368075075665,4219187.5967
223056,ET2023A3030608,222713,Ethiopia,Amhara,East Gojam,Debre Elias,67.93337862452123,68.57232203457443,3582670.5219000005
223057,ET2023A3030609,222713,Ethiopia,Amhara,East Gojam,Michakel,60.77222618750354,52.303011720595215,4283469.5906
223058,ET2023A3030610,222713,Ethiopia,Amhara,East Gojam,Guzamn,64.58654794824162,51.70252601116647,5041303.0001
223059,ET2023A3030611,222713,Ethiopia,Amhara,East Gojam,Baso Liben,66.10368999128559,50.53964651027511,4627192.1957
223060,ET2023A3030612,222713,Ethiopia,Amhara,East Gojam,Awabel,67.64312087309062,53.20386747772898,3303554.7372
223061,ET2023A3030613,222713,Ethiopia,Amhara,East Gojam,Dejen,61.45451804540967,76.0309274596837,3112671.3389999997
223062,ET2023A3030614,222713,Ethiopia,Amhara,East Gojam,Shebel Bernta,58.8528219295637,48.433366322555536,2770673.1508
223063,ET2023A3030615,222713,Ethiopia,Amhara,East Gojam,Debre Markos town,77.71483134851442,107.88602802291494,4457101.007499999
223064,ET2023A3030616,222713,Ethiopia,Amhara,East Gojam,Senan,66.3858741182583,50.15806962548503,3322148.2985
223065,ET2023A3030617,222713,Ethiopia,Amhara,East Gojam,Aneded,65.58699997292963,56.15254993400769,3149684.4997
223066,ET2023A3030619,222713,Ethiopia,Amhara,East Gojam,Sedae,58.75112797310965,41.5721865647068,987547.7101
223067,ET2023A3030620,222713,Ethiopia,Amhara,East Gojam,Merto Lemariyam town,77.86744302166476,77.76193931756708,682897.4752999999
223068,ET2023A3030621,222713,Ethiopia,Amhara,East Gojam,Amanuel town,73.56658167301494,69.76978200185235,502165.4865
223069,ET2023A3030622,222713,Ethiopia,Amhara,East Gojam,Lumame town,71.06227148882328,66.58780666432767,336977.2914
223070,ET2023A3030623,222713,Ethiopia,Amhara,East Gojam,Gundwoin town,76.87014741753822,62.183029731104035,477747.9662
223071,ET2023A3030624,222713,Ethiopia,Amhara,East Gojam,Debrework town,77.18751869768762,71.62387750723275,544094.8193000001
223072,ET2023A3030694,222713,Ethiopia,Amhara,East Gojam,Mota town,93.94040383638733,113.48075620483561,1368805.6242999998
223073,ET2023A3030698,222713,Ethiopia,Amhara,East Gojam,Dejen town,79.76291421490528,102.94526361486503,450580.70239999995
223074,ET2023A3030699,222713,Ethiopia,Amhara,East Gojam,Bechena town,78.37531526640382,87.39815237863375,775210.2433000001
223075,ET2023A3030705,222714,Ethiopia,Amhara,West Gojam,Sekela,77.2776372079876,53.99897105727567,4237519.2363
223076,ET2023A3030706,222714,Ethiopia,Amhara,West Gojam,Quarit,63.09945055714014,48.2999993640783,3318400.1048
223077,ET2023A3030707,222714,Ethiopia,Amhara,West Gojam,Dega Damot,54.35255114619377,44.13442792211955,4272545.3405
223078,ET2023A3030708,222714,Ethiopia,Amhara,West Gojam,Dembecha,72.02092511870845,62.51820836235707,4701958.1173
223079,ET2023A3030709,222714,Ethiopia,Amhara,West Gojam,Jabi Tehnan,75.42946080199081,53.76112914190241,5061920.2555
223080,ET2023A3030710,222714,Ethiopia,Amhara,West Gojam,Bure (AM),73.06295579782959,122.29816826406268,4362735.2166
223081,ET2023A3030711,222714,Ethiopia,Amhara,West Gojam,Wemberma,63.24461882357068,50.58495184655655,3605133.0067999996
223082,ET2023A3030714,222714,Ethiopia,Amhara,West Gojam,Finote Selam town,92.45047367175303,85.32131495341632,1835789.0557
223083,ET2023A3030717,222714,Ethiopia,Amhara,West Gojam,Denbecha town,73.06442998741346,64.64198943040799,928795.034
223084,ET2023A3030720,222714,Ethiopia,Amhara,West Gojam,Jiga town,85.46200298435231,74.5035452866513,529778.9565
223085,ET2023A3030721,222714,Ethiopia,Amhara,West Gojam,Shendi town,79.97458784636969,70.28875963655527,456015.0999
223086,ET2023A3030798,222714,Ethiopia,Amhara,West Gojam,Bure town,83.89032797544736,103.09600399928502,1612707.665
223087,ET2023A3030801,222715,Ethiopia,Amhara,Wag Himra,Zequala,25.410147983201032,22.306572738735138,550587.0865
223088,ET2023A3030802,222715,Ethiopia,Amhara,Wag Himra,Sekota,28.83959289272434,26.11450789932515,1233152.1525
223089,ET2023A3030803,222715,Ethiopia,Amhara,Wag Himra,Dehana,30.12698533874221,27.050339388236992,1314500.6243
223090,ET2023A3030804,222715,Ethiopia,Amhara,Wag Himra,Gaz Gibla,36.75533894631125,34.06744018605006,878342.3348
223091,ET2023A3030805,222715,Ethiopia,Amhara,Wag Himra,Abergele (AM),26.55190904593986,24.199586678401747,542136.8789
223092,ET2023A3030806,222715,Ethiopia,Amhara,Wag Himra,Sahila,27.242242445935872,28.839818082955578,182659.2356
223093,ET2023A3030807,222715,Ethiopia,Amhara,Wag Himra,Sekota town,51.77803876363151,62.68618821870747,773926.3454000001
223094,ET2023A3030808,222715,Ethiopia,Amhara,Wag Himra,Tsagbeji,28.932908445244358,24.599398501072024,417964.7954
223095,ET2023A3030809,222715,Ethiopia,Amhara,Wag Himra,Amde Work town,49.39732736992159,47.00677686102575,138608.9006
223096,ET2023A3030901,222716,Ethiopia,Amhara,Awi,Dangila,72.94812938680913,61.10003342429888,3714081.0596
223097,ET2023A3030902,222716,Ethiopia,Amhara,Awi,Banja,70.73480608984858,55.35235517604707,2807393.7189
223098,ET2023A3030903,222716,Ethiopia,Amhara,Awi,Ankasha,74.38655790485181,49.03565617310865,2206230.9209
223099,ET2023A3030904,222716,Ethiopia,Amhara,Awi,Guangua,56.92798600712027,58.73980513349644,5148908.6224
223100,ET2023A3030905,222716,Ethiopia,Amhara,Awi,Fagta Lakoma,70.47763574011773,41.57471173719356,3351916.3557999996
223101,ET2023A3030906,222716,Ethiopia,Amhara,Awi,Jawi,55.4872011642491,90.01086599959898,2035048.5899
223102,ET2023A3030907,222716,Ethiopia,Amhara,Awi,Guagusa Shikudad,68.59846255170132,48.73642581604768,2487791.8429
223103,ET2023A3030908,222716,Ethiopia,Amhara,Awi,Ayehu Guwagusa,84.05673538978306,68.82474158173635,3002926.8718
223104,ET2023A3030909,222716,Ethiopia,Amhara,Awi,Agew Gimija Bet town,84.93163023976294,72.6032048802108,630532.4229
223105,ET2023A3030910,222716,Ethiopia,Amhara,Awi,Tilili town,86.14331665076337,91.13904174879377,722225.5668
223106,ET2023A3030911,222716,Ethiopia,Amhara,Awi,Adiss Kidame town,72.8701458513024,55.70804575241328,422428.2355
223107,ET2023A3030912,222716,Ethiopia,Amhara,Awi,Fendika town,82.88588572635136,78.07287891242898,294410.66610000003
223108,ET2023A3030996,222716,Ethiopia,Amhara,Awi,Injibara town,90.91789321310642,113.69320476850608,1789718.7279
223109,ET2023A3030997,222716,Ethiopia,Amhara,Awi,Zigem town,77.83055132662398,63.50186316331227,340275.1704
223110,ET2023A3030998,222716,Ethiopia,Amhara,Awi,Dangila town,79.32039933971093,70.47196602100969,1525648.5609
223111,ET2023A3030999,222716,Ethiopia,Amhara,Awi,Chagni town,89.15785448673091,141.38280753285846,1656285.4628
223112,ET2023A3031001,222717,Ethiopia,Amhara,Oromia,Dewa Cheffa,53.264439558064346,48.206210527278465,2981796.5909
223113,ET2023A3031002,222717,Ethiopia,Amhara,Oromia,Bati,45.86943805866994,36.91680869760072,1791935.4672
223114,ET2023A3031003,222717,Ethiopia,Amhara,Oromia,Jilye Tumuga,44.44639774152393,39.14844081895211,1637360.8464000002
223115,ET2023A3031004,222717,Ethiopia,Amhara,Oromia,Artuma Fursi,48.648084871241075,40.03819062464128,1464064.1142000002
223116,ET2023A3031005,222717,Ethiopia,Amhara,Oromia,Dewa Harewa,47.243781971879095,34.155972791897874,829931.5179000001
223117,ET2023A3031006,222717,Ethiopia,Amhara,Oromia,Kemisie town,87.77581119542066,83.53046510764398,659371.8937
223118,ET2023A3031007,222717,Ethiopia,Amhara,Oromia,Chef Robit town,68.06358102321387,52.358180566166475,301998.10899999994
223119,ET2023A3031008,222717,Ethiopia,Amhara,Oromia,Senbete town,37.45365080645161,28.083285961049505,4644.2527
223120,ET2023A3031099,222717,Ethiopia,Amhara,Oromia,Bati town,65.32065957402162,57.12368332657735,622571.2064
223121,ET2023A3031106,222718,Ethiopia,Amhara,Central Gondar,Chilga 1,59.077332511845114,51.45024129237004,1733151.7039
223122,ET2023A3031107,222718,Ethiopia,Amhara,Central Gondar,Tsegede (AM),44.60854396522902,50.668980755093884,800544.9299999999
223123,ET2023A3031108,222718,Ethiopia,Amhara,Central Gondar,Lay Armacho,52.67794748779145,43.40169410980714,3063538.7140999995
223124,ET2023A3031109,222718,Ethiopia,Amhara,Central Gondar,Wegera,59.849662923803365,43.53096682374891,3232181.0462000007
223125,ET2023A3031110,222718,Ethiopia,Amhara,Central Gondar,Gonder Zuria,55.39134661036898,48.67642750722833,3765060.6118
223126,ET2023A3031111,222718,Ethiopia,Amhara,Central Gondar,East Dembia,56.7381112188722,38.483571555705694,2205523.8593
223127,ET2023A3031112,222718,Ethiopia,Amhara,Central Gondar,Chilga 2,57.98442477110885,44.41635014228185,911979.0327999999
223128,ET2023A3031115,222718,Ethiopia,Amhara,Central Gondar,Alfa,60.73232788702056,51.947609142535654,3496238.6517999996
223129,ET2023A3031116,222718,Ethiopia,Amhara,Central Gondar,West Belesa,40.24396220989555,40.52289885352997,2169270.295
223130,ET2023A3031117,222718,Ethiopia,Amhara,Central Gondar,East Belesa,37.611464599300675,39.02066767211484,1064893.3972
223131,ET2023A3031118,222718,Ethiopia,Amhara,Central Gondar,Gonder town,68.49772946525813,108.37355005537461,8805246.127300002
223132,ET2023A3031120,222718,Ethiopia,Amhara,Central Gondar,Tach Armacho,44.460014040318924,47.86577710757858,685884.6366000001
223133,ET2023A3031121,222718,Ethiopia,Amhara,Central Gondar,Takusa,58.51817504503067,48.1848642532344,2566548.6393
223134,ET2023A3031122,222718,Ethiopia,Amhara,Central Gondar,Kinfaz Begela,38.89816363477425,34.38497868102631,889951.0858
223135,ET2023A3031125,222718,Ethiopia,Amhara,Central Gondar,West Dembiya,64.26513348396044,43.48789524290335,2872779.9969999995
223136,ET2023A3031126,222718,Ethiopia,Amhara,Central Gondar,Masero Denb/Central Armacho,42.1370630124451,49.69376772411564,460473.8246
223137,ET2023A3031127,222718,Ethiopia,Amhara,Central Gondar,Amba Giorgis town,67.79628832716148,66.48178059933657,421082.74679999996
223138,ET2023A3031128,222718,Ethiopia,Amhara,Central Gondar,Kollo Debba town,64.15665498176514,51.1809953460463,439793.86990000005
223139,ET2023A3031129,222718,Ethiopia,Amhara,Central Gondar,Shawra town,105.75113293135436,111.62993054969519,455998.8852
223140,ET2023A3031199,222718,Ethiopia,Amhara,Central Gondar,Aykel town,77.99654478909646,84.6670333214635,663828.5927
223141,ET2023A3031206,222719,Ethiopia,Amhara,West Gondar,Mirab Armacho,50.20333055518573,89.38129920874059,377077.2158
223142,ET2023A3031213,222719,Ethiopia,Amhara,West Gondar,Metema,40.554019625763885,75.49504120348796,1499768.7538
223143,ET2023A3031214,222719,Ethiopia,Amhara,West Gondar,Quara,32.257913730864615,39.637637545726406,1730024.1713
223144,ET2023A3031223,222719,Ethiopia,Amhara,West Gondar,Midre Genet,46.928139985299524,51.891158584170235,255382.9378
223145,ET2023A3031224,222719,Ethiopia,Amhara,West Gondar,Metema Yohanes town,54.89295358034971,80.69615809079025,131852.8745
223146,ET2023A3031225,222719,Ethiopia,Amhara,West Gondar,Adagn Ager Chaqo,37.59964343506033,35.434041119506645,476801.07840000006
223147,ET2023A3031292,222719,Ethiopia,Amhara,West Gondar,Gendawuha town,73.27079986127166,102.17010567215986,633792.4187999999
223148,ET2023A3031301,222720,Ethiopia,Amhara,North Gojam,Semen Achefer,76.23997167806915,122.65042402456486,5805902.563200001
223149,ET2023A3031303,222720,Ethiopia,Amhara,North Gojam,Yilmana Densa,61.46127517762845,51.171064028227,6063830.8703000005
223150,ET2023A3031304,222720,Ethiopia,Amhara,North Gojam,Mecha,79.55003834330878,93.6390626327908,3814503.8885999992
223151,ET2023A3031313,222720,Ethiopia,Amhara,North Gojam,Debub Achefer,76.3878937810326,58.01870484691186,5215383.447900001
223152,ET2023A3031315,222720,Ethiopia,Amhara,North Gojam,Debub Mecha,73.1518116678338,51.6159724044977,6267647.2237
223153,ET2023A3031318,222720,Ethiopia,Amhara,North Gojam,Gonje,54.838044292237434,50.712032111194624,3146497.3053999995
223154,ET2023A3031319,222720,Ethiopia,Amhara,North Gojam,Dure Bete,83.122003643043,86.68033394500104,543036.0497999999
223155,ET2023A3031397,222720,Ethiopia,Amhara,North Gojam,Merawi town,74.75445776000001,78.8413281727989,560658.4332000001
223156,ET2023A3031399,222720,Ethiopia,Amhara,North Gojam,Adete town,77.84015834572703,96.41232519145323,680400.8241
223157,ET2023A3031402,222721,Ethiopia,Amhara,Bahir Dar,Bahirdar Zuria,79.5516398358416,336.78269560203483,7685802.1311
223158,ET2023A3031412,222721,Ethiopia,Amhara,Bahir Dar,Bahir Dar town,78.96610425234087,168.41863822612896,12523629.3039
223159,ET2023A3031413,222721,Ethiopia,Amhara,Bahir Dar,Deq,51.845919857524486,49.891849071908915,116445.936
223160,ET2023A3031414,222721,Ethiopia,Amhara,Bahir Dar,Meshenti town,64.07208341307816,85.24987750635744,321385.5704
223161,ET2023A3031415,222721,Ethiopia,Amhara,Bahir Dar,Tis Abay town,64.91032419651552,58.78867364285779,599836.3058999999
223162,ET2023A3031416,222721,Ethiopia,Amhara,Bahir Dar,Zege town,58.53151912505726,51.7116862404965,255548.6125
223163,ET2023A3040101,222722,Ethiopia,Oromia,West Wellega,Mana Sibu,53.48691778580209,39.5770373417915,2088557.1657
223164,ET2023A3040102,222722,Ethiopia,Oromia,West Wellega,Nejo,55.474826993029666,33.650733926524495,1711121.0386
223165,ET2023A3040103,222722,Ethiopia,Oromia,West Wellega,Gimbi,57.60016738019663,44.997283585924464,1488042.7240999998
223166,ET2023A3040104,222722,Ethiopia,Oromia,West Wellega,Lalo Asabi,63.41280337813621,56.322085363238244,2123060.6571000004
223167,ET2023A3040105,222722,Ethiopia,Oromia,West Wellega,Kiltu Kara,58.3938737144224,50.65009158599342,1220723.9300000002
223168,ET2023A3040106,222722,Ethiopia,Oromia,West Wellega,Boji Dirmeji,55.64216116140986,48.82452763071965,1321334.4011
223169,ET2023A3040107,222722,Ethiopia,Oromia,West Wellega,Ayira,62.350590540916684,50.99589900575294,1344029.3297000001
223170,ET2023A3040108,222722,Ethiopia,Oromia,West Wellega,Jarso (West Wellega),55.26607556675063,42.68650281144754,1228675.392
223171,ET2023A3040109,222722,Ethiopia,Oromia,West Wellega,Gudetu Kondole,50.505414205168364,42.00774947256876,2257339.4879
223172,ET2023A3040110,222722,Ethiopia,Oromia,West Wellega,Boji Chekorsa,59.57976596586268,50.313512788787804,1385765.7766
223173,ET2023A3040111,222722,Ethiopia,Oromia,West Wellega,Babo,51.490640536486055,44.62821458713662,1441583.4631
223174,ET2023A3040112,222722,Ethiopia,Oromia,West Wellega,Yubdo,66.72704889579896,50.818531425679666,1051484.8365
223175,ET2023A3040113,222722,Ethiopia,Oromia,West Wellega,Gaji,73.56600880263105,60.587676860522876,1811857.2308
223176,ET2023A3040114,222722,Ethiopia,Oromia,West Wellega,Haru,65.09920203987677,53.60927308443035,1838206.1680000003
223177,ET2023A3040115,222722,Ethiopia,Oromia,West Wellega,Nole Kaba,57.203055331538415,48.84970568871495,1827179.9934
223178,ET2023A3040116,222722,Ethiopia,Oromia,West Wellega,Begi,53.122435187240654,41.98940360860529,3110902.927
223179,ET2023A3040117,222722,Ethiopia,Oromia,West Wellega,Homa,76.85535537248649,63.223229898306705,867620.1068
223180,ET2023A3040118,222722,Ethiopia,Oromia,West Wellega,Sayo Nole,67.20373631020352,52.27277010517458,2000924.0448999999
223181,ET2023A3040119,222722,Ethiopia,Oromia,West Wellega,Guliso,60.0493397948685,56.45546710422299,1867654.5663
223182,ET2023A3040193,222722,Ethiopia,Oromia,West Wellega,Gimbi town,69.33181514673936,89.93240620042151,1627703.0241999999
223183,ET2023A3040197,222722,Ethiopia,Oromia,West Wellega,Leta Sibu,53.910534972759535,44.40828521720466,1078588.0732
223184,ET2023A3040198,222722,Ethiopia,Oromia,West Wellega,Mendi town,61.59914047362755,51.96453261807348,972835.2255
223185,ET2023A3040199,222722,Ethiopia,Oromia,West Wellega,Nejo town,64.09399136860141,59.02236988034048,1197019.3828
223186,ET2023A3040201,222723,Ethiopia,Oromia,East Wellega,Limu (OR),52.078133851293025,42.945983647292124,1387517.7202
223187,ET2023A3040202,222723,Ethiopia,Oromia,East Wellega,Ibantu,56.86434355467197,51.24273160367868,715069.1202
223188,ET2023A3040203,222723,Ethiopia,Oromia,East Wellega,Gida Ayana,56.21538986872432,47.712815202537,2804866.8775
223189,ET2023A3040204,222723,Ethiopia,Oromia,East Wellega,Haro Limu,53.92472315842582,42.328762668690445,1175666.8142999997
223190,ET2023A3040205,222723,Ethiopia,Oromia,East Wellega,Boneya Boshe,46.65184815081049,35.11034146943243,1297994.3711
223191,ET2023A3040206,222723,Ethiopia,Oromia,East Wellega,Wayu Tuka,41.520208574977055,38.812699646113494,1537825.4852000002
223192,ET2023A3040207,222723,Ethiopia,Oromia,East Wellega,Bila Seyo,53.31743279011557,37.45006687279491,1001141.4355
223193,ET2023A3040208,222723,Ethiopia,Oromia,East Wellega,Gobu Seyo,51.16543777499035,56.781301858249,1060557.1942
223194,ET2023A3040209,222723,Ethiopia,Oromia,East Wellega,Sibu Sire,48.40406340164977,38.430815084989305,2664062.8415
223195,ET2023A3040210,222723,Ethiopia,Oromia,East Wellega,Diga,45.87834189171559,35.87535809013851,1406629.9624
223196,ET2023A3040211,222723,Ethiopia,Oromia,East Wellega,Sasiga,46.10448532836381,38.98322246515871,1595722.3416999998
223197,ET2023A3040212,222723,Ethiopia,Oromia,East Wellega,Leka Dulecha,50.83725307605441,49.52591324948245,2070804.6668000002
223198,ET2023A3040213,222723,Ethiopia,Oromia,East Wellega,Guto Gida,45.89683439097398,42.6058514659079,1993299.5176
223199,ET2023A3040214,222723,Ethiopia,Oromia,East Wellega,Jimma Arjo,51.320810227726724,53.08050060079972,2440663.772
223200,ET2023A3040215,222723,Ethiopia,Oromia,East Wellega,Nunu Kumba,54.747382629816244,41.554781021278544,1814492.5024999997
223201,ET2023A3040216,222723,Ethiopia,Oromia,East Wellega,Wama Hagalo,45.91452041321583,31.6659695788047,1557833.7631
223202,ET2023A3040217,222723,Ethiopia,Oromia,East Wellega,Kiremu,61.84706309826589,59.06079247050191,1337442.7395
223203,ET2023A3040297,222723,Ethiopia,Oromia,East Wellega,Nekemte town,55.93307420918833,70.99385266235757,5214472.7093
223204,ET2023A3040301,222724,Ethiopia,Oromia,Ilubabor,Darimu,51.33112908423692,41.79049988694922,3399044.7057000003
223205,ET2023A3040302,222724,Ethiopia,Oromia,Ilubabor,Alge Sachi,51.73755269079998,42.86207048974975,2138106.1025
223206,ET2023A3040309,222724,Ethiopia,Oromia,Ilubabor,Yayu,57.86742324459803,94.15347036059917,1523822.8562999999
223207,ET2023A3040310,222724,Ethiopia,Oromia,Ilubabor,Metu Zuria,44.66204867639114,46.69141964329795,1157372.3294
223208,ET2023A3040311,222724,Ethiopia,Oromia,Ilubabor,Ale,55.852827434902075,57.32729947734263,1280537.7746
223209,ET2023A3040312,222724,Ethiopia,Oromia,Ilubabor,Bure (OR),45.845069627404385,38.830132143467125,1022482.5878999999
223210,ET2023A3040313,222724,Ethiopia,Oromia,Ilubabor,Sale Nono,54.05000892137097,42.85585309514184,321705.6531
223211,ET2023A3040314,222724,Ethiopia,Oromia,Ilubabor,Becho (Ilu Aba Bora),55.69030219163071,42.8562608399862,813134.1022999999
223212,ET2023A3040315,222724,Ethiopia,Oromia,Ilubabor,Bilo Nopha,45.03550830548594,41.64145075951856,646890.0413
223213,ET2023A3040316,222724,Ethiopia,Oromia,Ilubabor,Hurumu,51.145383720336824,43.68963040330512,1002193.794
223214,ET2023A3040317,222724,Ethiopia,Oromia,Ilubabor,Didu,63.97618263767484,48.723493188777574,585510.0235000001
223215,ET2023A3040319,222724,Ethiopia,Oromia,Ilubabor,Halu /Huka,43.491419109297375,39.162429067017115,490235.2762
223216,ET2023A3040320,222724,Ethiopia,Oromia,Ilubabor,Metu town,60.82210056241631,81.50505587186184,2043926.6894
223217,ET2023A3040324,222724,Ethiopia,Oromia,Ilubabor,Dorani,49.71070434544358,41.841029248288905,907170.6436
223218,ET2023A3040401,222725,Ethiopia,Oromia,Jimma,Limu Seka,52.42119182437671,41.82764060497939,3177091.1728999997
223219,ET2023A3040402,222725,Ethiopia,Oromia,Jimma,Limu Kosa,57.4768541039033,48.408107972849436,4555960.317399999
223220,ET2023A3040403,222725,Ethiopia,Oromia,Jimma,Sekoru,67.15568755947895,43.37956521407421,3119045.9087
223221,ET2023A3040404,222725,Ethiopia,Oromia,Jimma,Tiro Afeta,63.84144716231418,50.273155484310806,2667104.1380999996
223222,ET2023A3040405,222725,Ethiopia,Oromia,Jimma,Kersa (Jimma),59.34795668478106,39.783772931147595,4171805.2671999997
223223,ET2023A3040406,222725,Ethiopia,Oromia,Jimma,Mena (Jimma),65.10164395230244,50.45386025854444,4263897.2723
223224,ET2023A3040407,222725,Ethiopia,Oromia,Jimma,Goma,65.75945600959469,51.259214707431234,5345914.9763
223225,ET2023A3040408,222725,Ethiopia,Oromia,Jimma,Gera,60.05028173828771,44.42636090555627,2726342.8412
223226,ET2023A3040409,222725,Ethiopia,Oromia,Jimma,Seka Chekorsa,60.46663197688572,42.17051217657185,4719239.2259
223227,ET2023A3040410,222725,Ethiopia,Oromia,Jimma,Dedo,66.11405020919798,44.845259965668525,3934645.4700999996
223228,ET2023A3040411,222725,Ethiopia,Oromia,Jimma,Omo Nada,72.06020214709619,46.0511541400134,4480487.1888999995
223229,ET2023A3040412,222725,Ethiopia,Oromia,Jimma,Sigmo,62.815657880569816,44.30659581215245,3033745.013
223230,ET2023A3040413,222725,Ethiopia,Oromia,Jimma,Setema,64.89644528087167,44.77308399955753,2680223.1901000002
223231,ET2023A3040414,222725,Ethiopia,Oromia,Jimma,Shebe Sambo,51.18953323469479,40.93176956402421,2888881.3081000005
223232,ET2023A3040415,222725,Ethiopia,Oromia,Jimma,Chora (Jimma),49.34769768398059,36.882517011667126,1536243.1766
223233,ET2023A3040416,222725,Ethiopia,Oromia,Jimma,Gumay,65.24539234820458,48.012136345598734,1499012.8892
223234,ET2023A3040417,222725,Ethiopia,Oromia,Jimma,Agaro town,68.9372478470699,76.49478559650389,2199787.5788000003
223235,ET2023A3040418,222725,Ethiopia,Oromia,Jimma,Jimma town,62.260643154864695,88.38085419027959,8111005.286999999
